story_id,end,end_cons,consist,inconsH1,inconsH2,cor1,cor2,likEx
ce73399f-5905-4bc1-9ab4-5d12c7039cf21,The students who used the lab started earning much higher grades.,yes,B,The government continued to fund computer labs because the students who used the lab started earning much higher grades.,The government would not fund a lab that was failing students.,Yes,No,Explanation A
950c2e5b-4d37-4262-9bf3-078c03c1a2f9-1,Brooke enjoyed when people came in and she could make them a delicious ice cream cone.,yes,A,Brooke can't be a teacher and work at Dairy Queen at the same time.,Brooke got a job at the local Dairy Queen. Brooke enjoyed when people came in and she could make them a delicious ice cream cone. Brooke hopes to work at Dairy Queen for a long time serving treats!,Yes,Yes,Explanation B
13f2547c-2186-44ed-9700-d393f5cf8af4-1,Jill hated the camp quickly.,no,A,Jill and Bethany planned on going to a detox camp together.,Jill and Bethany planned on going to a detox camp together.,Yes,Yes,Explanation B
b711c888-0fc0-4152-a35a-2100e56828ab-1,Juanita bought a skateboard to practice.,yes,A,Juanita can't be a skateboarder if she is taking art lessons.,Juanita is proud that she is a skateboarder but she hasn't practiced.,Yes,No,Explanation B
f52e153b-fbcc-4eff-b141-e58fc5892904-1,I lost all my notes.,no,A,I would not be furious if the report was on a different sandle size.,I would not be furious if I lost all my notes.,No,No,Explanation B
0607b2d3-4453-4fee-9ae5-59eb8a58fb37-1,"He moved out, but lost some things.",no,A,His mother did not steal his social security card.,He couldn't have lost it if he found it in his old bedroom.,No,No,Explanation B
c0c062ee-5969-4c20-8f9c-cd64da3e7f7e-1,Donald was losing the chess match on his computer.,no,B,The computer is not a person and cannot be yelled at.,The computer is not a person and cannot be yelled at.,No,No,Explanation A
796ab4ea-12d3-489a-b7e8-fce2b430107c1,When John arrived he saw the terrible work conditions.,no,A,John would not be excited to have a job interview if he thought the place was badly run.,John was excited to have a job interview.,Yes,Yes,Explanation A
155d8024-9c52-4150-afa2-c7cc77a1b8d8-1,They found a house they wanted to afford.,yes,B,Mike and Laura wanted to buy a new house for their growing family.,They moved in and enjoyed their new home.,Yes,Yes,Explanation B
c7a6b1dd-7508-4d6e-a509-fd2b07fbacf7-1,Tim accidentally broke the drill and hid the broken bits.,no,A,"Tim broke the drill bits and replaced them, so he must have broken them before replacing them.",Tim broke the drill and hid the broken bits.,Yes,No,Explanation A
d2304b91-5d15-438c-87b7-0609161ac445-1,He felt very alive and awake.,"No, he was very tired and he was not awake.",A,The sun rises at 5am and sets at 5pm.,John woke up at 5am. He felt very alive and awake. He went into his yard to see the sun rise.,No,Yes,Explanation B
af62e1ca-deb1-45a4-8c64-be98b854b604-1,"Tim, let me read one of his favorite books.",no,A,I couldn't find any good ones but I'm reading it so far.,Tim is reading the book and it's really good so far.,No,Yes,Explanation A
7580580c-168a-4576-b6e8-4cc5261d0c06-1,My favorite team lost.,yes,A,If you are disappointed you would not be happy.,I went to the baseball game. My favorite team won. I left happy.,Yes,Yes,Explanation A
8b441527-1dce-4e28-b569-53463e294e38-1,He did not get anything from the market.,no,B,The ice cream stand is a place to buy ice cream.,Rob could not have made a banana split if he did not get anything from the market.,Yes,Yes,Explanation B
6eab2076-947b-4ade-8c5e-bdf404c84f0a-1,Sam entered the party hall.,no,A,Sam's friends were preparing a surprise party for him.,Sam's friends were preparing a surprise party for him.,Yes,Yes,Explanation A
002af9dc-dadd-496e-8b5f-c89bebc1fdb12,The soup was hot instead of warm.,yes,A,"If the soup was hot, it would be dangerous to hold.",Cindy would not be holding the soup if she had ordered it.,No,Yes,Explanation B
c07c1810-5cbb-45c6-b5ec-fb404ffcc8a5-1,Everyone took seconds and complimented Martha.,no,A,Martha can't bring the same casserole to every potluck because it's not the same casserole.,Martha's casserole was so good that everyone took seconds and complimented her.,No,Yes,Explanation B
e0b96834-8aa4-44a5-869c-5ffe2e4a554b-1,Walter decided to leave the thermostat alone.,no,A,Walter always wanted the thermostat at 72 degrees. Walter decided to leave the thermostat alone. Eventually it averaged out to 74.,Walter always wanted the thermostat at 72 degrees. Walter's roommate liked the temperature colder. Eventually it averaged out to 74.,No,Yes,Explanation B
d9adb3fc-7609-4add-980a-278f6c8da7ba-1,Ricky decided to take a nap but was caught.,no,B,Ricky was feeling really tired so he decided to take a nap.,Ricky was feeling really tired. Rick continued working at his desk. His boss told him that he would be fired if his behavior continued.,Yes,No,Explanation B
a31f32a1-af69-4a84-b713-f8917cc1565a2,Bill brought them to his neighbors for dinner.,no,A,"Bill's neighbors did not appreciate the fish, they appreciated the bread.",Bill's neighbors would not bake him bread if he had brought them fish for dinner.,Yes,No,Explanation B
3fa0ab02-9cd0-4e9d-8cdb-3b081ad201dc-1,Alicia served her perfect food to her new husband Edmond.,no,B,"Alicia was a very good cook, but wanted to make some food.","Alicia was not a very good cook, but she served perfect food to her new husband Edmond.",No,No,Explanation B
4cffe416-8712-4a03-a9f7-1d38a4d7a515-1,I poured water on the floor.,No,A,I poured water on the floor to get my sister to stop shouting.,"She was not putting pressure on the spot, she was shouting.",Yes,No,Explanation B
424f971e-837d-4cae-a7cb-80d6aea40b1a2,The group of friends played until they saw a ghost.,no,A,The Ouija board is a toy and does not have the ability to communicate with ghosts.,The group of friends decided to play with a Ouija board. The group of friends played until they saw a ghost. They all freaked out naturally.,Yes,Yes,Explanation A
a5d1b388-5abc-45c5-924a-a7314649d453-1,i never took the class seriously.,no,B,I think I learned to appreciate art from a class because I took the class seriously.,Art appreciation is a class that can be taken.,Yes,Yes,Explanation B
a6bfcde3-0a42-4919-a2e1-fae6cbce6797-1,Sam flew in the air on the plane scared.,no,A,Sam was afraid of planes but he flew in the air on the plane.,"Sam was afraid of planes, but he was not afraid of boats.",Yes,Yes,Explanation A
107902ef-8fba-485a-accb-c9238bbab879-1,I wanted to try some Chicago style pizza.,"Yes, I went to Chicago on vacation.",B,I went to Chicago to try some Chicago style pizza. I ate at the same pizza place every day on my vacation.,I can't eat pizza and tacos at the same time.,Yes,Yes,Explanation A
a1ecda1c-7f69-4721-89ae-fb2e6ca9cb2f1,Tim won a chess tournament this year.,no,A,Tim started playing chess with me in 2000.,Tim never beat me even once. Tim felt great.,No,No,Explanation B
5958e215-06a0-48e4-837b-dea9bec55f12-1,Seth bought five cookie boxes for which a cookie is free.,yes,A,"Seth was at the mall with his friends. Seth saw an ad for a car wash. Then, he got his free cookie.",Seth bought five cookie boxes for which a cookie is free.,No,Yes,Explanation B
92be002e-b922-4a17-b405-81e36aa5a218-1,Tina said she will call back when she gets here.,no,A,Tina is sick and can't get here.,I'm still waiting for her call because she said she felt sick while we were on the phone.,Yes,No,Explanation B
e4d23787-f5ef-49a0-8058-e7bfda28b9a6-1,"Molly kept saying duck, duck, goose.",yes,A,Molly was not it. She was the one who whispered the word goose.,Molly was not the one who whispered the word goose.,No,No,Explanation B
e2f74079-bcd6-485a-80c6-24be4fca4ae92,Cam went down on his books prices.,no,A,"Cam's prices went up, so he must have sold fewer books.",Cam was able to sell more books than he ever had because he went down on his books prices.,No,Yes,Explanation B
3cc199a4-bdda-4409-b939-485a5695383c-1,Everyone left Matt's party early.,no,A,Matt threw a party and everyone didn't come to his party.,"Matt threw a party. Everyone left Matt's party early. He had to clean up the place by himself, so he was upset.",Yes,Yes,Explanation B
1ba8f1c3-04e8-4a97-b57b-cb9b99684484-1,Michael tried but did not make it in the NFL.,no,A,Michael could not have passed away and come home at the same time.,Michael was a high school football star but he did not make it in the NFL.,No,Yes,Explanation B
4cfe17b5-61d8-44ec-b6a2-542d9fbf1c97-1,I borrow the boomerang to my brothers.,no,A,"Nobody found it, so it could not have been returned.",The boomerang was broken in half because it was thrown by my brothers.,No,Yes,Explanation B
9547a6b5-2787-497e-a369-d8f2d7bcb36e-1,Dean was too tired to buy groceries.,no,B,Dean was too tired to buy groceries and order takeout at the same time.,Dean was too tired to eat so he decided to order takeout.,Yes,Yes,Explanation B
8b7ab48c-435b-49f3-926d-74cd9a50fa411,Emily forgot to wear her new coat.,no,B,"Emily forgot to wear her coat, so she could not have caught hypothermia.",Emily went inside instead of getting ready for school. She caught hypothermia.,No,No,Explanation A
dbf48f50-f8f2-441e-b231-2b24ccfc16c9-1,Neil loved Seneca's scenery.,yes,B,Seneca is a place that Neil has never been to.,Seneca is not in Spain.,Yes,No,Explanation B
627b20f5-883e-4e45-8ac0-23e6351c02e2-1,He thought the alien plot was weird for a crime show.,No,A,The man was relieved to discover that he was watching the wrong show.,The man was watching the wrong show because he thought the alien plot was weird for a crime show.,Yes,No,Explanation A
d8e0f1f4-1d31-4e8c-b7b1-fe4aae0adddc-1,Lois' supervisor trained her.,yes,A,Lois was able to help my father walk again after 3 hours of training.,Lois' supervisor trained her in 3 hours.,Yes,Yes,Explanation A
80d20fd9-0edf-48f7-94b9-647b776573ad-1,He bought some ones that smaller sized for him.,no,A,"Michael bought some ones that smaller sized for him. When they came in it was like magic, the perfect pair of denim jeans.",The jeans were perfect because they were sized for him.,Yes,Yes,Explanation B
cf4e9b3a-1dc0-4833-99b8-d433c5636ea8-1,Sara took cold capsule and slept.,no,A,"Sara was not feeling well and had a bit of a fever. Sara took fake medicine for her fever. Soon Sara was feeling much, much better.","Sara was feeling much, much better because she took cold capsule and slept.",No,Yes,Explanation B
603054d8-b0c0-4769-9515-d0b22b8908b2-1,This year Pa Wilson decided to buy a bigger tree.,no,A,The Wilsons got together every year to decorate the Christmas tree. This year Pa Wilson decided to buy a bigger tree.,The Wilsons got together every year to decorate the Christmas tree. The entire family could not agree on a tree.,Yes,No,Explanation A
54a3ab29-2d43-46bf-a8f7-58eb7393a34a-1,It broke down about 2 days later.,No,A,The car was repaired and I am driving it now.,The car was bought two months ago and it broke down two days later.,Yes,No,Explanation B
1010b161-466c-40be-b2ce-8b94c1f74c52-1,Tom serenaded his wife and her friends.,yes,A,Tom's wife and friends would not have a problem with Tom singing.,Tom's wife and her friends were not all happy with Tom's singing.,Yes,Yes,Explanation A
4ef5fbcf-392a-4bd8-a243-0cb7fcbeb608-1,Tom had no money but saw pizza at a restaurant.,no,A,The man snatches the pizza and eats it in the bushes.,Tom had no money but saw pizza at a restaurant. He snatches the pizza and eats it in the bushes.,No,Yes,Explanation B
5b5ec0ab-dba9-4a66-ba0f-fcdc2647ecf5-1,kenny tried out for the team.,yes,B,Kenny was not on the team list because he did not try out.,"Kenny practiced terribly and tried out. The next day, his name was at the top of the team list!",Yes,No,Explanation B
5f9940fa-206e-4ea6-b89a-dfa4ef699644-1,Dan was walking on his new carpet.,no,A,Dan was walking on his new carpet.,Dan's wife cleaned up the mess he left behind.,Yes,Yes,Explanation A
97bb631c-1744-443b-8247-8eca18fbb357-1,Rod had no issue solving one of the problems.,no,A,Rod's pen leaked ink and he had to start over.,Rod had no issue solving one of the problems but he had a hard time finishing the exam.,Yes,Yes,Explanation A
e64e6c09-2f2a-4dca-96f7-aee7f6402a2b-1,Lori got praised.,no,A,"Lori was praised for being late, so she should have woken up on time.",Lori's boss reprimands her for being late for work. Lori resolves to always wake up on time in the future.,No,Yes,Explanation B
e0301f08-36de-44d4-8171-328a270d9b62-1,"I was able to sleep in as late as I wanted, because there was no work.","No, because if there was no work, I would have to get up early.",A,It was a wonderful Sunday because I was able to sleep in as late as I wanted.,I woke up late this morning feeling very refreshed. I spent a lazy day at home drinking and catching up on writing my will. It was a wonderful Sunday.,Yes,Yes,Explanation A
6c9d8bfa-887b-4370-b3af-c3b28f626103-1,Ian was thinking of a Halloween costume.,yes,B,Ian and his class were having a Halloween party.,Ian's class wanted him to dress down so he could become a ghost.,Yes,Yes,Explanation A
76a99ff9-94e7-4b3f-bc46-5a78687bc15c-1,Doug starts dating a girl from church.,yes,A,Doug can't be dating a boy and a woman at the same time.,Doug has always wanted to be married but has never found the woman he wants to marry.,Yes,Yes,Explanation A
23a9ba39-15bf-4243-a508-2dd550756ceb2,She got tired of looking at only one thing.,No,A,Anna cannot have a diverse tank with fish and coral if she emptied the tank.,Anna had a saltwater fish tank. She got tired of looking at only one thing. Now Anna has a diverse tank with fish and coral.,Yes,Yes,Explanation B
441511a5-951d-4835-b0b5-21fccc9fc22a-1,Cathy's mom found her a zebra outfit for the prom.,no,A,Cathy's mom found her a zebra outfit for the prom.,Cathy's mom did not purchase a suit.,Yes,No,Explanation B
a7a65c4b-e9e7-46f2-9dd2-fef7484d7c4b-1,It was a bad neighborhood but they felt comfortable.,no,B,Josie and Steve are not walking down the sidewalk.,Josie and Steve would not be walking down the sidewalk if they were tired.,No,Yes,Explanation B
429c11c9-e4b6-4be9-89d8-b7c32bd98472-1,Bill was late showing up to the train station.,no,A,Bill woke up late and missed the train.,Bill was late showing up to the train station. The train left without Bill and he waited for the next train.,Yes,Yes,Explanation B
f25dc561-eaaf-448d-92d3-b52e43c90d27-1,"After he got off, he took his family out to see a film.",No,A,A training video is not a movie.,After the movie he feels much better about his tough day.,No,Yes,Explanation B
dc41074d-68cf-4139-aad9-3915d27dccad-1,Marys parents came back home.,no,B,Mary's parents were home alone because her parents were on a trip.,Mary's parents were home alone because her parents were on a trip.,No,No,Explanation B
d5f4e421-d20f-455e-b495-7c1a2ae35411-1,James carefully measured the ingredients so it would not be too spicy.,yes,B,James was careful to make sure it was not too spicy.,James was careful and worked soft on a complicated dish.,Yes,No,Explanation B
3f7996c0-c253-4338-b089-053dc065cd36-1,I was not that talented at cooking.,I decided to learn how to cook because I was not that talented at cooking. So the answer is yes.,A,I would not be cooking in a classroom if I was learning online.,"I was not that talented at cooking, so I burned down the classroom.",No,No,Explanation B
677776b6-e170-449f-b774-23b9a297a339-1,Sue didn't realize Billies loved to butt. When Sue turned her back she learned.,No,A,Sue's husband was not knocked to the ground by a goat.,Sue's husband did not get goats.,No,No,Explanation B
f0c05684-3671-462b-bc67-bfac521101e0-1,Some workers hired John for a construction project.,no,A,The workers hired John for a construction project.,The workers would not have taken his Rolex if they were building a deck.,No,No,Explanation B
ab952254-991d-4717-ad70-36fbddd7d8cc-1,Leah found a flight on a different airline.,no,B,Leah found a flight on a different airline.,"Lea was looking for a plane ticket. A travel deal coupon found Lea online. Lea not only bought a ticket, she upgraded to first class too!",Yes,Yes,Explanation B
7effe2f7-5a22-4e21-bb9a-3d24de058f64-1,The dog was running near her.,No,B,The dog went left when she threw the ball to the right.,"The dog was running near her, but the dog came back with a live, but very angry, squirrel.",Yes,No,Explanation B
72d361a9-a954-465e-9d75-32004fe0aaf3-1,Eve's neighbor offered her a ride home.,no,B,"Eve's neighbor offered her a ride home, but she refused.",Eve was walking home from the grocery store. A policewoman yelled at Eve to cross over the police line. Eve thanked her and obliged.,Yes,Yes,Explanation B
103d05a6-1d15-496b-9c64-5ff94cb76d06-1,Colleen had the salesperson show her how to unlock the doors.,"No, Colleen was just buying a used car.",A,The owner had to ask Colleen a few questions.,The salesperson would not have to show her how to unlock the doors.,No,No,Explanation B
ce73399f-5905-4bc1-9ab4-5d12c7039cf22,The lab was full of new things.,yes,A,The school received a grant to make a computer lab. The lab was full of new things. Kids suffered from the computer labs.,The school received a grant to make a computer lab. The grant money didn't come through. Kids suffered from the computer labs.,No,Yes,Explanation B
0a1b013f-839f-49ea-b8c5-94395101c7f5-1,Our fence was really tall.,"No, our fence was really tall.",A,The cow got out of the pen because it was too tall.,The cow damaged the fence so it must have been a test.,No,No,Explanation B
a0779a7b-3e1a-491a-8d8b-4ba38ec2f85c-1,Sam went shopping for bigger clothes.,no,A,Sam went shopping for bigger clothes because he had just lost a lot of weight.,Sam had just lost a lot of weight. Sam stayed on a diet. His girlfriend thought he looked great in his new clothes.,No,Yes,Explanation B
d8bdbaa1-92ef-49a1-a593-a6dd1cc81402-1,Simon still loves pizza and video games.,no,A,Simon is not interested in Chuck E Cheese's because he is older.,Chuck E Cheese's is a place for children and Dave and Busters is a place for adults.,Yes,Yes,Explanation A
1c01e04f-739a-4d69-a50b-3fb41e73f2d6-1,Dusty and Cody decided to rob a bank.,no,A,Dusty and Cody were in the mood for doing something ornery. They decided to rent a police car. They got in more trouble than they ever thought possible!,Dusty and Cody were in the mood for doing something ornery. Dusty and Cody decided to rob a bank. They got in more trouble than they ever thought possible!,Yes,Yes,Explanation B
a39e7804-a7e7-4dd0-b9ce-6c6010ba7b05-1,Kelly told the photographer she was ready.,No,A,Kelly was nervous for picture day. Kelly kept wanting to look at the proof. Finally he just snapped the picture regardless.,Kelly was nervous for picture day. Kelly told the photographer she was ready. Finally he just snapped the picture regardless.,No,No,Explanation B
fc7a8ce0-db21-4650-a150-a492922d1c59-1,The date went well and they continued to see each other.,no,B,Friendships do not blossom into marriages.,"Friends set each other up on blind dates, not enemies.",No,No,Explanation B
d1e1e022-844c-4cbb-84e9-243954a157d1-1,One day he saw Cindy making out with his best friend.,no,A,Michael fainted because he was nervous and Cindy said yes.,"Michael had a crush on Cindy, but he didn't faint.",No,No,Explanation A
01dd0c3e-ffe1-444f-babf-85d38229f809-1,Sara went to the doctor's and found out she had cancer.,no,A,"Sara was told that everything was fine, so she must not have cancer.",Sara felt a suspicious lump in her neck. Sara went to the doctor's and found out she had cancer. She is grateful that her cancer is now in remission.,Yes,Yes,Explanation B
307d177a-b2b5-415d-9458-5820ac1d660c-1,Eric and his friends went to the movies.,yes,B,Eric and his friends went to the movies and had a great time.,Eric's friends had a great time because they had a great time.,Yes,Yes,Explanation B
0712f59d-29c8-4329-b773-a849921c0671-1,Phil left his change of clothes at the jungle gym.,no,B,The clothes were in the trash because they were in the trash.,Phil's brother would not throw away a gift he had received.,Yes,Yes,Explanation A
883d3f94-550d-43eb-8aa2-041a82685f8a-1,Jimmy got very comfortable on his sofa watching TV.,yes,B,Jimmy was watching cartoons. Jimmy got very comfortable on his sofa watching TV. He fell asleep while watching the show.,Jimmy was watching cartoons and he fell asleep while watching the show.,Yes,Yes,Explanation B
95068003-261c-4b60-9fb0-b64bc2362bb1-1,Jenny's mom could not find the eggs.,no,A,"Jenny was baking in the kitchen with her mom. Jenny played with her mom with the oven mits. After a few minutes, Jenny giggled and told her where they were.","Jenny's mom could not find the eggs, but Jenny told her where they were.",Yes,Yes,Explanation B
45e85601-b081-4b87-a166-7eec16cd5ee2-1,Jesse messed up an attention check question.,no,A,Jesse completed a survey on Mturk.,Jesse completed a survey on Mturk and messed up an attention check question on a survey.,Yes,Yes,Explanation B
375bb54f-e77c-461d-8d77-a7d5388d0fa8-1,Tim and Tom couldn't afford steak.,no,A,"Beans are not steak, they are a food.",Tim knew how to make beans so he could make a stake out of them.,Yes,No,Explanation A
a8547e91-b953-4997-9783-2c96f83487e4-1,Paige learned quickly that the stove is cold.,"No, she learned that the stove is cold.",A,Paige hasn't touched the stove since she burned her hand.,Paige hasn't touched the stove since she was five.,Yes,No,Explanation A
b2f998c2-13ae-4624-9bee-523bf8f1a1a3-1,Greg let the cup of tea cool down.,no,A,Greg drank the cup of tea in one gulp.,Greg would not drink the cup if it was too hot.,Yes,Yes,Explanation A
a046f8cc-8830-4ddc-a718-f844b1e892e8-1,Graham thought they were bland eaten plain.,No,B,"Graham thought they were bland eaten plain, but he ate them with syrup and butter.",Graham could not cook so he could not make pancakes.,Yes,Yes,Explanation A
f66d3dae-7c40-459e-b3b9-97a826bba2e9-1,The sky was turning clear.,no,B,The storm was not a huge one.,The sky can't be clear and brewing at the same time.,Yes,No,Explanation A
c4f0bb42-ff6c-4e84-a296-02186d638e80-1,Riley realized that his mom really wanted to have another baby.,yes,B,Riley's mom was going to have a new baby soon. Riley realized that his mom really wanted to have another baby.,"Riley's mother told her not to be so giving, so she must not be happy about the baby.",Yes,No,Explanation A
070e1419-43fb-4ac1-a05e-8c9d1a251961-1,Bevin invested all her money in Dinars.,no,A,Bevin has no money to teach math at her old high school.,Bevin can't subtract because she blew through all of her money.,No,No,Explanation B
ba4b3aab-7732-42e9-be77-79197dc3a18f-1,The lack of studying caught up to Adrian after college.,no,A,Adrian never studied in school but still did well.,Adrian never studied in school but still did well.,No,No,Explanation B
48434189-d6cc-4f2f-a1e0-f64abd6f9ffa-1,George found a new woman for dates.,no,B,George had been feeling down in the dumps since his wife left. George found a new woman for dates. George started to feel like he could start living again.,A new car would not make George feel better.,Yes,No,Explanation A
69d803c6-7dcc-421c-a46d-c9f4314e948a-1,A horrible storm moved in.,yes,A,The rain would not have started if it was sunny.,The storm was horrible but the rainbow was beautiful.,Yes,Yes,Explanation B
048312cc-6805-421a-b99b-22375894c424-1,She became interested in what her family was watching.,No,A,They were rude to her but then they came to sit next to her and all watched tv.,She turned up the television to drown out the background noise. Then they came to sit next to her on the couch and all watched tv.,No,Yes,Explanation B
082bbde5-ec01-4a8b-808e-1bfb5afb2827-1,she then lost the tickets while out shopping.,no,B,"I am happy because she lost the tickets, not because she is suffering.",I'm happy because of her suffering because she had the tickets in her pocket before she could go to the game.,No,No,Explanation A
aad0f120-f41a-4f05-9b62-955226ce3300-1,A stranger tried to shoot Pete.,no,A,Pete was a quiet man and he made a friend with a stranger who trespassed.,"Pete was a quiet man, but he shot the stranger in defense.",No,Yes,Explanation B
896a1b17-2dd1-4f0e-9168-7146939f6dcd1,Fred's boss apologized for yelling at Fred last week.,no,B,Fred's boss would not hug him if he had yelled at him last week.,Fred's boss would not hug Walt because he was a great worker.,Yes,No,Explanation B
69686619-e5ff-49f8-b8e9-e519110a1cac-1,I hit the ball over the fence.,No,B,I hit the ball over the fence. I didn't see where the ball went since it moved quickly.,The ball would not go backwards if it was hit softly.,Yes,Yes,Explanation A
c86ac3af-72f4-4c95-97e1-4b4441e8ab99-1,He rode a super individual.,"No, he was on his way to Italy.",A,Neil was on his way to Italy. He rode a super individual. Neil couldn't believe how quickly he had traveled!,Neil couldn't believe how quickly he had traveled because he had fallen asleep on the plane.,No,No,Explanation B
996e9986-3b02-46b3-93fb-3f583cfd1572-1,Bill texted his friend he hadn't seen for awhile.,yes,B,Bill's friend was busy and didn't respond to his text.,Bill signed up for online classes to be able to communicate with others.,Yes,Yes,Explanation A
336877d4-4f51-4da6-aba6-6ba8d8eace75-1,Jack got an email saying he failed his test.,no,B,Jack stared at the screen and sighed because he failed his test.,Jack stared at the screen and sighed because he didn't know what button he was to push.,Yes,Yes,Explanation B
23566de2-1f9f-4a96-89b9-12e10d28ef01-1,"Kailey tried a note taking app on her phone, but it didn't feel right.",no,B,A note taking app on a phone is not a diary.,Kailey went running that day to find a diary.,No,No,Explanation A
3672b749-87b5-4f6d-a4d3-9b155125dd86-1,Trey loved his job.,no,A,Trey would not be happy with his decision to stay home if he loved his job.,Trey was happy with his decision to stay home because he was not going out.,Yes,Yes,Explanation B
1ceba5fa-915e-4efc-a4a2-4e34b8159e0c-1,Nick was blind and his friends were mean.,no,A,Nick was blind and his friends were mean. His roomates made fun of him because it was a woman's coat.,The coat was not the right coat because it was a woman's coat.,Yes,No,Explanation B
1cd2fc7d-8f89-47c4-bb1e-280ba217e224-1,Tina was arrested for jaywalking.,no,A,Tina was walking home from school one day.,"Tina was arrested for jaywalking, but she was released safely.",Yes,Yes,Explanation B
d5895e5d-34fd-4f45-ab63-3fde27f9d5eb-1,Sam was graduating college before this semester.,no,B,Sam was graduating college before this semester so he would play football again.,Sam would play football again because he was on the varsity football team.,No,Yes,Explanation A
7cc9f986-84c8-4da4-b535-b716fb790084-1,He saw a demonic figure in his room.,no,A,"Pablo had a heart attack from fright, not from eating.",The demonic figure was in his room but he didn't have a heart attack.,Yes,No,Explanation A
2ad0cc54-df55-4c5a-a01a-714abc4d61a7-1,George overslept and spilled his coffee in his shoes while rushing to get ready for work.,No,B,George was late to work because he spilled his coffee in his shoes.,George was late to work because he had to get new pants.,Yes,Yes,Explanation B
8032209f-9611-49be-9931-21296eff01e0-1,I waited patiently for the item.,No,B,It took a month for the item to show up.,"It took several months for it to show up, but only a month to get it.",Yes,No,Explanation A
4711236b-c818-49ad-8d01-f410123d5f5f-1,She wanted to give them so money for rent.,no,B,Samantha was living with her boyfriend's parents. She wanted to give them so money for rent. The mom considered it and finally agreed.,Samantha was living with her boyfriend's parents. She made their home lovely. The mom considered it and finally agreed.,Yes,Yes,Explanation B
145dc207-27c7-414a-b91a-4b1514c34692-1,They took an earlier flight even though it cost more.,yes,A,They were a day late because they took an earlier flight.,"Amy and Jack miscalculated the driving time needed, so they were a day late.",No,Yes,Explanation B
cc72813a-bddc-491d-a749-803ec194efb6-1,The singer played the song for the record execs.,no,A,A book is not a song.,The singer was not a record exec.,No,No,Explanation B
006aa20e-51a7-48ea-8e1d-572f24cf15512,I found a fly in my salad I was eating.,No,B,The manager would not have a problem with a fly in the salad.,The manager was nice and the food was cold.,No,No,Explanation B
9200145d-689b-4cd5-810f-25b469145726-1,Jerry had a difficult time getting through it.,no,A,Jerry had never been to a funeral. Jerry found funerals to be like family reunions. After the funeral he ate with family and they kept him company.,Jerry had never been to a funeral and he had a difficult time getting through it.,No,Yes,Explanation B
af68861f-4fa8-401e-9d9c-305cdf260c95-1,"One day, my brother slipped and broke his leg.",Yes.,A,We climbed trees together and had a blast together.,We climbed trees because we loved to climb trees.,Yes,Yes,Explanation B
c7cf1387-4d05-4f61-98bb-6e6ec5c7024f-1,Carter finally got to look at the beloved dinosaur fossils.,yes,A,The day was the best in his life because he got to look at dinosaur fossils.,The day was the best in his life because he got a life size dinosaur stuffed animal.,Yes,Yes,Explanation A
1734a9b5-938b-414f-8718-450d13658cb21,I beat everyone in the junior division competition.,No,A,I will continue playing chess and hope for qualified opponents.,I will continue playing chess and hope for qualified opponents.,No,No,Explanation A
60aedd22-5da2-4459-82ed-b8a9a5504dc2-1,She finally decided to fight through it.,yes,B,Julie has wanted to lose weight for many Year's. She finally decided to fight through it. She is very happy that her special diet worked.,The diet is high in calories so it is not a diet.,Yes,No,Explanation A
f201f335-fa8d-457c-aba6-a16c4e380375-1,Tim misplaced his book while feeding his dog.,no,A,Tim was reading his favorite book. Tim misplaced his book while feeding his dog. He found it by the dog bowl and was happy.,Tim was reading his favorite book. He put down the dog bowl and forgot where it was. He found it by the dog bowl and was happy.,Yes,Yes,Explanation A
1aa8a574-afbd-4f8b-a57d-05c05e242ca52,The weather turned cold on her and she started to shiver.,no,A,Clare should have listened to her mom and wore a jacket.,Clare shivered because she was cold.,No,Yes,Explanation B
76da99be-a479-4727-9524-e3d8688c0be7-1,He didn't but Nancy made her feelings clear.,no,A,Nancy felt free after letting him know she wouldn't be staying anymore.,Nancy had trusted him not to betray her. He didn't but Nancy made her feelings clear. She felt free after letting him know she wouldn't be staying anymore.,Yes,Yes,Explanation B
263a45d7-d772-4149-b6ca-1c8d6c214822-1,Betty's father took her on a train ride.,no,A,Betty used to always talk about a train ride. Chris finally went on a plane ride with Betty. This was a week before he announced he had ALS.,"Betty's father took her on a train ride, but he didn't announce he had ALS.",No,No,Explanation B
8f4a342a-60ad-4da8-9454-79fdfddede33-1,Chris had to take the puppy for a walk.,yes,B,Chris never imagined a puppy would be so much work.,The puppy continued to use the bathroom inside the house.,Yes,No,Explanation A
4bf3e02e-4fb2-49e2-b0c9-5b436a5a2b96-1,Kelly got a cheap laptop for Christmas.,no,A,Kelly got rid of her laptop because it was worn out.,Kelly got a cheap laptop for Christmas. She felt elated.,Yes,Yes,Explanation B
f9030b9a-68ec-4e7f-9bd3-cccdf6b8d06e-1,They were out on the beach when a storm came.,no,B,"The storm was not at the lake, it was at the beach.",They were on the boat when a storm came.,No,Yes,Explanation B
360408b0-849e-428e-a411-8a3dbbb23c03-1,Someone broke into her house and woke her up.,yes,B,"Kelly was at home, trying to sleep. Someone broke into her house and woke her up. She heard them run out of the house and then called police.","Kelly was at home, trying to sleep. Suddenly two men walked by the house. She heard them run out of the house and then called police.",Yes,Yes,Explanation A
